country_region_code,country_region,sub_region_1,sub_region_2,metro_area,iso_3166_2_code,census_fips_code,date,retail_and_recreation_percent_change_from_baseline,grocery_and_pharmacy_percent_change_from_baseline,parks_percent_change_from_baseline,transit_stations_percent_change_from_baseline,workplaces_percent_change_from_baseline,residential_percent_change_from_baseline
SE,Sweden,,,,,,2020-06-24,1,7,315,-21,-35,4
SE,Sweden,,,,,,2020-06-25,6,13,305,-20,-36,4
SE,Sweden,,,,,,2020-06-26,-1,2,302,-20,-38,3
SE,Sweden,,,,,,2020-06-27,-8,2,321,1,1,-4
SE,Sweden,,,,,,2020-06-28,0,4,184,-15,5,-2
SE,Sweden,,,,,,2020-06-29,12,8,180,-26,-40,7
SE,Sweden,,,,,,2020-06-30,7,6,122,-30,-40,8
SE,Sweden,,,,,,2020-07-01,8,6,164,-27,-40,7
SE,Sweden,,,,,,2020-07-02,7,7,175,-26,-40,7
SE,Sweden,,,,,,2020-07-03,-1,-3,164,-26,-41,7
SE,Sweden,,,,,,2020-07-04,-9,-2,96,-17,-4,2
SE,Sweden,,,,,,2020-07-05,-8,-3,78,-28,-4,2
SE,Sweden,,,,,,2020-07-06,10,8,132,-33,-53,11
SE,Sweden,,,,,,2020-07-07,9,7,219,-29,-52,9
SE,Sweden,,,,,,2020-07-08,6,6,209,-30,-52,9
SE,Sweden,,,,,,2020-07-09,6,6,261,-27,-52,8
SE,Sweden,,,,,,2020-07-10,-5,-4,189,-30,-53,9
SE,Sweden,,,,,,2020-07-11,-8,-2,200,-8,-1,0
SE,Sweden,,,,,,2020-07-12,-1,0,204,-14,0,-1
SE,Sweden,,,,,,2020-07-13,14,10,275,-29,-60,10
SE,Sweden,,,,,,2020-07-14,7,6,263,-32,-61,11
SE,Sweden,,,,,,2020-07-15,8,7,252,-32,-59,10
SE,Sweden,,,,,,2020-07-16,4,6,348,-27,-59,9
SE,Sweden,,,,,,2020-07-17,-8,-5,369,-25,-59,6
SE,Sweden,,,,,,2020-07-18,-11,-4,326,0,-1,-3
SE,Sweden,,,,,,2020-07-19,-1,1,286,-9,0,-4
SE,Sweden,,,,,,2020-07-20,15,15,257,-31,-62,10
SE,Sweden,,,,,,2020-07-21,11,9,308,-30,-62,10
SE,Sweden,,,,,,2020-07-22,9,7,342,-28,-60,9
SE,Sweden,,,,,,2020-07-23,6,6,302,-30,-61,10
SE,Sweden,,,,,,2020-07-24,1,-1,207,-32,-60,10
SE,Sweden,,,,,,2020-07-25,-4,-3,299,1,-1,-3
SE,Sweden,,,,,,2020-07-26,4,1,192,-14,-1,-2
SE,Sweden,,,,,,2020-07-27,20,13,304,-27,-61,9
SE,Sweden,,,,,,2020-07-28,13,8,235,-32,-61,11
SE,Sweden,,,,,,2020-07-29,11,7,216,-32,-60,11
SE,Sweden,,,,,,2020-07-30,9,7,217,-33,-61,10
SE,Sweden,,,,,,2020-07-31,-4,-6,322,-27,-59,7
SE,Sweden,,,,,,2020-08-01,-10,-6,374,4,-1,-5
SE,Sweden,,,,,,2020-08-02,1,1,198,-12,1,-3
SE,Sweden,,,,,,2020-08-03,12,8,246,-27,-50,7
SE,Sweden,,,,,,2020-08-04,9,5,301,-25,-50,7
SE,Sweden,,,,,,2020-08-05,7,5,205,-30,-50,8
SE,Sweden,,,,,,2020-08-06,3,5,301,-26,-50,7
SE,Sweden,,,,,,2020-08-07,-9,-5,360,-24,-50,4
SE,Sweden,,,,,,2020-08-08,-15,-5,380,2,-1,-5
SE,Sweden,,,,,,2020-08-09,-4,1,304,-7,3,-6
SE,Sweden,,,,,,2020-08-10,5,6,242,-25,-40,5
SE,Sweden,,,,,,2020-08-11,2,2,279,-24,-39,5
SE,Sweden,,,,,,2020-08-12,2,2,266,-24,-38,5
SE,Sweden,,,,,,2020-08-13,0,4,249,-24,-38,5
SE,Sweden,,,,,,2020-08-14,-7,-4,273,-24,-39,3
SE,Sweden,,,,,,2020-08-15,-14,-4,342,1,1,-5
SE,Sweden,,,,,,2020-08-16,-7,0,292,-8,4,-5
SE,Sweden,,,,,,2020-08-17,-1,2,212,-24,-34,4
SE,Sweden,,,,,,2020-08-18,-2,1,229,-21,-31,4
SE,Sweden,,,,,,2020-08-19,-3,1,174,-22,-30,4
SE,Sweden,,,,,,2020-08-20,-2,3,140,-23,-30,4
SE,Sweden,,,,,,2020-08-21,-7,-3,133,-22,-30,4
SE,Sweden,,,,,,2020-08-22,-8,-3,152,-11,2,0
SE,Sweden,,,,,,2020-08-23,-5,-3,110,-19,3,-1
SE,Sweden,,,,,,2020-08-24,-3,-3,106,-24,-28,4
SE,Sweden,,,,,,2020-08-25,4,4,139,-20,-28,3
SE,Sweden,,,,,,2020-08-26,0,1,98,-23,-27,4
SE,Sweden,,,,,,2020-08-27,2,4,106,-22,-27,4
SE,Sweden,,,,,,2020-08-28,-2,-3,107,-21,-28,3
SE,Sweden,,,,,,2020-08-29,-5,-3,87,-15,0,0
SE,Sweden,,,,,,2020-08-30,0,-2,110,-17,4,-1
SE,Sweden,,,,,,2020-08-31,-2,-2,92,-24,-28,4
SE,Sweden,,,,,,2020-09-01,-3,-2,138,-20,-28,4
SE,Sweden,,,,,,2020-09-02,-5,-2,103,-24,-27,4
SE,Sweden,,,,,,2020-09-03,-6,0,85,-25,-28,5
SE,Sweden,,,,,,2020-09-04,-6,-3,93,-23,-29,4
SE,Sweden,,,,,,2020-09-05,-5,-3,113,-12,0,0
SE,Sweden,,,,,,2020-09-06,-6,-4,99,-20,1,0
SE,Sweden,,,,,,2020-09-07,-5,-2,99,-24,-28,4
SE,Sweden,,,,,,2020-09-08,-8,-3,86,-25,-29,5
SE,Sweden,,,,,,2020-09-09,-10,-4,59,-28,-27,5
SE,Sweden,,,,,,2020-09-10,-5,-1,98,-23,-27,4
SE,Sweden,,,,,,2020-09-11,-7,-4,101,-22,-27,3
SE,Sweden,,,,,,2020-09-12,-10,-5,75,-17,-3,0
SE,Sweden,,,,,,2020-09-13,-8,-5,84,-21,0,-1
SE,Sweden,,,,,,2020-09-14,-7,-3,97,-23,-22,3
SE,Sweden,,,,,,2020-09-15,-7,-4,133,-20,-22,3
SE,Sweden,,,,,,2020-09-16,-9,-5,87,-24,-22,4
SE,Sweden,,,,,,2020-09-17,-7,-3,90,-24,-23,3
SE,Sweden,,,,,,2020-09-18,-4,-2,110,-20,-23,2
SE,Sweden,,,,,,2020-09-19,-4,-3,152,-7,2,-2
SE,Sweden,,,,,,2020-09-20,-7,-4,101,-19,2,-1
SE,Sweden,,,,,,2020-09-21,-7,-4,72,-24,-23,4
SE,Sweden,,,,,,2020-09-22,-7,-3,99,-23,-21,4
SE,Sweden,,,,,,2020-09-23,-8,-4,98,-25,-20,4
SE,Sweden,,,,,,2020-09-24,-8,-2,64,-26,-20,4
SE,Sweden,,,,,,2020-09-25,0,0,61,-24,-22,3
SE,Sweden,,,,,,2020-09-26,0,0,63,-16,2,0
SE,Sweden,,,,,,2020-09-27,0,-1,93,-20,4,0
SE,Sweden,,,,,,2020-09-28,-6,-3,48,-26,-19,5
SE,Sweden,,,,,,2020-09-29,-6,-2,66,-25,-19,4
SE,Sweden,,,,,,2020-09-30,-5,-1,73,-25,-19,4
SE,Sweden,,,,,,2020-10-01,-6,1,45,-27,-18,4
SE,Sweden,,,,,,2020-10-02,-5,-2,62,-24,-20,3
SE,Sweden,,,,,,2020-10-03,-5,-2,70,-16,0,0
SE,Sweden,,,,,,2020-10-04,-11,-4,18,-29,-3,2
SE,Sweden,,,,,,2020-10-05,-8,-3,66,-25,-19,4
SE,Sweden,,,,,,2020-10-06,-12,-5,25,-28,-20,5
SE,Sweden,,,,,,2020-10-07,-9,-3,43,-27,-18,4
SE,Sweden,,,,,,2020-10-08,-10,-1,36,-28,-18,5
SE,Sweden,,,,,,2020-10-09,-8,-3,49,-26,-19,4
SE,Sweden,,,,,,2020-10-10,-9,-4,43,-20,-1,2
SE,Sweden,,,,,,2020-10-11,-10,-5,63,-24,0,1
SE,Sweden,,,,,,2020-10-12,-12,-5,50,-27,-20,5
SE,Sweden,,,,,,2020-10-13,-11,-4,65,-26,-19,5
SE,Sweden,,,,,,2020-10-14,-11,-3,38,-29,-18,5
SE,Sweden,,,,,,2020-10-15,-10,-1,41,-28,-19,5
SE,Sweden,,,,,,2020-10-16,-10,-4,39,-27,-19,5
SE,Sweden,,,,,,2020-10-17,-8,-4,77,-18,0,1
SE,Sweden,,,,,,2020-10-18,-12,-7,51,-28,-1,2
SE,Sweden,,,,,,2020-10-19,-9,-3,25,-28,-18,5
SE,Sweden,,,,,,2020-10-20,-11,-3,14,-30,-19,6
SE,Sweden,,,,,,2020-10-21,-11,-2,17,-29,-17,6
SE,Sweden,,,,,,2020-10-22,-10,0,9,-30,-18,6
SE,Sweden,,,,,,2020-10-23,-4,0,29,-26,-19,5
SE,Sweden,,,,,,2020-10-24,-5,0,36,-20,-1,2
SE,Sweden,,,,,,2020-10-25,-6,-1,24,-28,-2,2
SE,Sweden,,,,,,2020-10-26,0,0,29,-32,-31,7
SE,Sweden,,,,,,2020-10-27,1,3,44,-31,-31,7
SE,Sweden,,,,,,2020-10-28,-2,1,35,-34,-31,7
SE,Sweden,,,,,,2020-10-29,-1,4,44,-34,-35,7
SE,Sweden,,,,,,2020-10-30,-9,-2,39,-36,-40,9
SE,Sweden,,,,,,2020-10-31,-21,-6,49,-23,-8,2
SE,Sweden,,,,,,2020-11-01,-19,-10,14,-34,-7,2
SE,Sweden,,,,,,2020-11-02,-19,-9,-3,-36,-22,8
SE,Sweden,,,,,,2020-11-03,-16,-3,30,-33,-22,7
SE,Sweden,,,,,,2020-11-04,-20,-6,19,-36,-21,8
SE,Sweden,,,,,,2020-11-05,-19,-3,12,-37,-22,9
SE,Sweden,,,,,,2020-11-06,-18,-5,35,-36,-23,8
SE,Sweden,,,,,,2020-11-07,-20,-3,34,-34,-5,5
SE,Sweden,,,,,,2020-11-08,-18,-4,56,-35,-5,3
US,United States,,,,,,2020-02-15,6,2,15,3,2,-1
US,United States,,,,,,2020-02-16,7,1,16,2,0,-1
US,United States,,,,,,2020-02-17,6,0,28,-9,-24,5
US,United States,,,,,,2020-02-18,0,-1,6,1,0,1
US,United States,,,,,,2020-02-19,2,0,8,1,1,0
US,United States,,,,,,2020-02-20,1,0,4,0,0,1
US,United States,,,,,,2020-02-21,2,-2,4,1,0,0
US,United States,,,,,,2020-02-22,7,3,23,5,4,-1
US,United States,,,,,,2020-02-23,7,3,23,5,2,-1
US,United States,,,,,,2020-02-24,2,1,9,1,3,0
US,United States,,,,,,2020-02-25,4,1,9,2,2,0
US,United States,,,,,,2020-02-26,7,2,5,3,2,-1
US,United States,,,,,,2020-02-27,8,3,12,4,2,0
US,United States,,,,,,2020-02-28,8,3,10,5,2,-1
US,United States,,,,,,2020-02-29,12,7,21,7,4,-2
US,United States,,,,,,2020-03-01,13,9,18,7,3,-1
US,United States,,,,,,2020-03-02,7,6,10,2,3,-1
US,United States,,,,,,2020-03-03,11,10,20,3,2,-1
US,United States,,,,,,2020-03-04,8,6,17,2,3,-1
US,United States,,,,,,2020-03-05,8,7,21,2,3,-1
US,United States,,,,,,2020-03-06,5,3,12,2,2,-1
US,United States,,,,,,2020-03-07,10,8,29,7,5,-1
US,United States,,,,,,2020-03-08,10,7,40,5,2,-1
US,United States,,,,,,2020-03-09,6,6,31,-1,0,0
US,United States,,,,,,2020-03-10,6,7,18,-3,-2,1
US,United States,,,,,,2020-03-11,8,10,26,-2,-1,0
US,United States,,,,,,2020-03-12,6,23,19,-6,-3,1
US,United States,,,,,,2020-03-13,2,26,4,-10,-7,3
US,United States,,,,,,2020-03-14,-6,18,3,-10,-1,3
US,United States,,,,,,2020-03-15,-9,12,5,-13,-7,3
US,United States,,,,,,2020-03-16,-8,21,-1,-22,-20,8
US,United States,,,,,,2020-03-17,-18,14,8,-26,-27,11
US,United States,,,,,,2020-03-18,-24,8,6,-30,-31,13
US,United States,,,,,,2020-03-19,-28,7,2,-36,-33,15
US,United States,,,,,,2020-03-20,-32,5,-2,-37,-36,16
US,United States,,,,,,2020-03-21,-40,-2,-3,-36,-24,12
US,United States,,,,,,2020-03-22,-44,-13,-12,-44,-31,11
US,United States,,,,,,2020-03-23,-38,-10,-23,-47,-41,17
US,United States,,,,,,2020-03-24,-39,-12,-10,-46,-45,19
US,United States,,,,,,2020-03-25,-40,-15,-7,-47,-46,19
US,United States,,,,,,2020-03-26,-40,-14,3,-48,-47,20
US,United States,,,,,,2020-03-27,-42,-16,-7,-49,-46,21
US,United States,,,,,,2020-03-28,-48,-19,-25,-49,-34,15
US,United States,,,,,,2020-03-29,-47,-22,-19,-51,-38,12
US,United States,,,,,,2020-03-30,-40,-18,-15,-50,-48,19
US,United States,,,,,,2020-03-31,-40,-16,-16,-49,-49,20
US,United States,,,,,,2020-04-01,-37,-11,-7,-48,-49,20
US,United States,,,,,,2020-04-02,-40,-11,-9,-51,-50,21
US,United States,,,,,,2020-04-03,-42,-12,-21,-51,-50,22
US,United States,,,,,,2020-04-04,-48,-15,-24,-50,-37,15
US,United States,,,,,,2020-04-05,-49,-20,-20,-54,-40,13
US,United States,,,,,,2020-04-06,-42,-16,-10,-52,-50,20
US,United States,,,,,,2020-04-07,-42,-14,-2,-51,-51,21
US,United States,,,,,,2020-04-08,-42,-15,-6,-51,-51,21
US,United States,,,,,,2020-04-09,-43,-13,-21,-54,-52,22
US,United States,,,,,,2020-04-10,-43,-13,-21,-54,-56,24
US,United States,,,,,,2020-04-11,-45,-7,-16,-49,-38,14
US,United States,,,,,,2020-04-12,-63,-39,-36,-56,-45,13
US,United States,,,,,,2020-04-13,-45,-22,-31,-55,-51,21
US,United States,,,,,,2020-04-14,-40,-16,-15,-50,-50,20
US,United States,,,,,,2020-04-15,-36,-13,-16,-49,-49,20
US,United States,,,,,,2020-04-16,-39,-13,-14,-50,-49,21
US,United States,,,,,,2020-04-17,-42,-17,-22,-51,-48,22
US,United States,,,,,,2020-04-18,-45,-15,-20,-47,-33,14
US,United States,,,,,,2020-04-19,-45,-19,-10,-50,-37,11
US,United States,,,,,,2020-04-20,-39,-16,-7,-49,-48,19
US,United States,,,,,,2020-04-21,-38,-14,-8,-49,-49,20
US,United States,,,,,,2020-04-22,-38,-14,-9,-48,-49,20
US,United States,,,,,,2020-04-23,-40,-14,-14,-50,-49,21
US,United States,,,,,,2020-04-24,-40,-16,-14,-50,-48,21
US,United States,,,,,,2020-04-25,-41,-11,2,-42,-32,12
US,United States,,,,,,2020-04-26,-42,-16,-11,-48,-36,11
US,United States,,,,,,2020-04-27,-35,-13,-4,-48,-46,18
US,United States,,,,,,2020-04-28,-34,-10,6,-45,-48,12
US,United States,,,,,,2020-04-29,-34,-11,-7,-46,-47,19
US,United States,,,,,,2020-04-30,-34,-9,-7,-47,-47,19
US,United States,,,,,,2020-05-01,-32,-7,7,-43,-45,18
US,United States,,,,,,2020-05-02,-34,-4,28,-35,-29,10
US,United States,,,,,,2020-05-03,-34,-8,22,-40,-31,8
US,United States,,,,,,2020-05-04,-29,-7,5,-44,-44,16
US,United States,,,,,,2020-05-05,-28,-3,5,-43,-45,17
US,United States,,,,,,2020-05-06,-29,-6,6,-43,-44,17
US,United States,,,,,,2020-05-07,-29,-3,21,-42,-44,17
US,United States,,,,,,2020-05-08,-32,-5,-2,-43,-43,18
US,United States,,,,,,2020-05-09,-30,7,9,-35,-26,9
US,United States,,,,,,2020-05-10,-30,1,6,-37,-27,7
US,United States,,,,,,2020-05-11,-31,-11,-3,-44,-42,16
US,United States,,,,,,2020-05-12,-28,-6,10,-41,-43,16
US,United States,,,,,,2020-05-13,-26,-5,18,-40,-42,16
US,United States,,,,,,2020-05-14,-28,-5,17,-42,-43,17
US,United States,,,,,,2020-05-15,-29,-7,21,-40,-42,16
US,United States,,,,,,2020-05-16,-30,-3,32,-34,-24,9
US,United States,,,,,,2020-05-17,-30,-8,17,-39,-25,8
US,United States,,,,,,2020-05-18,-26,-8,2,-43,-40,15
US,United States,,,,,,2020-05-19,-24,-4,15,-40,-41,15
US,United States,,,,,,2020-05-20,-22,-3,23,-38,-41,15
US,United States,,,,,,2020-05-21,-22,-1,31,-37,-41,15
US,United States,,,,,,2020-05-22,-24,-2,31,-36,-41,15
US,United States,,,,,,2020-05-23,-27,0,43,-30,-21,7
US,United States,,,,,,2020-05-24,-25,-2,57,-33,-24,5
US,United States,,,,,,2020-05-25,-28,-8,60,-48,-72,20
US,United States,,,,,,2020-05-26,-22,-3,28,-37,-39,14
US,United States,,,,,,2020-05-27,-21,-4,32,-37,-38,14
US,United States,,,,,,2020-05-28,-21,-2,26,-37,-38,14
US,United States,,,,,,2020-05-29,-23,-5,29,-36,-37,14
US,United States,,,,,,2020-05-30,-24,-1,48,-26,-12,6
US,United States,,,,,,2020-05-31,-23,-4,47,-30,-16,5
US,United States,,,,,,2020-06-01,-18,-2,28,-36,-37,12
US,United States,,,,,,2020-06-02,-18,0,35,-36,-37,13
US,United States,,,,,,2020-06-03,-16,1,33,-35,-37,13
US,United States,,,,,,2020-06-04,-18,1,40,-35,-37,13
US,United States,,,,,,2020-06-05,-20,-2,34,-34,-36,13
US,United States,,,,,,2020-06-06,-21,1,51,-25,-13,5
US,United States,,,,,,2020-06-07,-19,-2,53,-28,-16,4
US,United States,,,,,,2020-06-08,-16,-2,39,-34,-36,11
US,United States,,,,,,2020-06-09,-16,-1,36,-34,-36,12
US,United States,,,,,,2020-06-10,-14,-1,40,-33,-36,12
US,United States,,,,,,2020-06-11,-15,0,49,-33,-36,12
US,United States,,,,,,2020-06-12,-17,-1,57,-30,-35,11
US,United States,,,,,,2020-06-13,-18,2,74,-20,-10,4
US,United States,,,,,,2020-06-14,-16,-2,68,-23,-13,3
US,United States,,,,,,2020-06-15,-14,-2,45,-32,-35,11
US,United States,,,,,,2020-06-16,-13,1,57,-31,-36,11
US,United States,,,,,,2020-06-17,-12,0,58,-31,-36,11
US,United States,,,,,,2020-06-18,-13,1,59,-31,-36,11
US,United States,,,,,,2020-06-19,-15,0,60,-28,-36,9
US,United States,,,,,,2020-06-20,-17,6,69,-20,-11,3
US,United States,,,,,,2020-06-21,-17,2,59,-23,-13,2
US,United States,,,,,,2020-06-22,-16,-5,43,-32,-38,11
US,United States,,,,,,2020-06-23,-13,0,54,-30,-38,11
US,United States,,,,,,2020-06-24,-12,-1,57,-30,-36,11
US,United States,,,,,,2020-06-25,-13,1,64,-29,-36,11
US,United States,,,,,,2020-06-26,-17,-3,57,-28,-36,11
US,United States,,,,,,2020-06-27,-19,-1,62,-20,-12,4
US,United States,,,,,,2020-06-28,-17,-4,55,-22,-12,3
US,United States,,,,,,2020-06-29,-13,-3,46,-31,-36,10
US,United States,,,,,,2020-06-30,-10,1,50,-30,-37,11
US,United States,,,,,,2020-07-01,-7,4,54,-27,-37,10
US,United States,,,,,,2020-07-02,-4,11,77,-24,-39,10
US,United States,,,,,,2020-07-03,-10,11,86,-30,-57,14
US,United States,,,,,,2020-07-04,-35,-2,81,-30,-28,5
US,United States,,,,,,2020-07-05,-22,-10,53,-23,-19,3
US,United States,,,,,,2020-07-06,-13,-2,48,-30,-41,11
US,United States,,,,,,2020-07-07,-13,0,51,-29,-39,11
US,United States,,,,,,2020-07-08,-12,-1,52,-30,-37,11
US,United States,,,,,,2020-07-09,-13,1,59,-30,-38,11
US,United States,,,,,,2020-07-10,-18,-4,43,-31,-37,11
US,United States,,,,,,2020-07-11,-19,0,62,-21,-12,4
US,United States,,,,,,2020-07-12,-17,-3,64,-23,-15,3
US,United States,,,,,,2020-07-13,-13,-2,53,-31,-38,10
US,United States,,,,,,2020-07-14,-12,0,59,-31,-38,11
US,United States,,,,,,2020-07-15,-12,-1,56,-31,-37,11
US,United States,,,,,,2020-07-16,-13,0,62,-31,-37,11
US,United States,,,,,,2020-07-17,-17,-3,54,-29,-37,11
US,United States,,,,,,2020-07-18,-19,-1,74,-21,-13,4
US,United States,,,,,,2020-07-19,-17,-4,60,-24,-16,3
US,United States,,,,,,2020-07-20,-14,-4,51,-32,-38,10
US,United States,,,,,,2020-07-21,-13,-2,54,-32,-38,11
US,United States,,,,,,2020-07-22,-13,-3,47,-32,-37,11
US,United States,,,,,,2020-07-23,-14,-2,55,-31,-37,11
US,United States,,,,,,2020-07-24,-17,-4,55,-30,-37,11
US,United States,,,,,,2020-07-25,-19,-2,77,-21,-13,4
US,United States,,,,,,2020-07-26,-17,-5,65,-24,-16,3
US,United States,,,,,,2020-07-27,-14,-4,48,-32,-38,10
US,United States,,,,,,2020-07-28,-14,-3,53,-32,-38,11
US,United States,,,,,,2020-07-29,-13,-3,56,-31,-38,10
US,United States,,,,,,2020-07-30,-13,-2,56,-31,-38,11
US,United States,,,,,,2020-07-31,-14,-2,56,-28,-37,10
US,United States,,,,,,2020-08-01,-17,0,69,-20,-14,4
US,United States,,,,,,2020-08-02,-16,-4,52,-24,-17,3
US,United States,,,,,,2020-08-03,-12,-1,47,-31,-38,10
US,United States,,,,,,2020-08-04,-13,-3,48,-33,-39,11
US,United States,,,,,,2020-08-05,-11,-2,61,-30,-37,10
US,United States,,,,,,2020-08-06,-13,-2,62,-30,-37,10
US,United States,,,,,,2020-08-07,-15,-5,57,-29,-37,10
US,United States,,,,,,2020-08-08,-17,-1,79,-20,-13,3
US,United States,,,,,,2020-08-09,-15,-4,66,-22,-16,2
US,United States,,,,,,2020-08-10,-14,-5,47,-32,-38,9
US,United States,,,,,,2020-08-11,-13,-3,57,-31,-38,10
US,United States,,,,,,2020-08-12,-13,-4,51,-32,-37,10
US,United States,,,,,,2020-08-13,-14,-3,53,-31,-37,10
US,United States,,,,,,2020-08-14,-16,-5,53,-29,-37,10
US,United States,,,,,,2020-08-15,-18,-2,67,-21,-14,3
US,United States,,,,,,2020-08-16,-16,-5,48,-24,-17,3
US,United States,,,,,,2020-08-17,-15,-6,42,-32,-38,9
US,United States,,,,,,2020-08-18,-14,-4,50,-32,-36,10
US,United States,,,,,,2020-08-19,-14,-5,44,-32,-36,10
US,United States,,,,,,2020-08-20,-14,-4,53,-31,-36,10
US,United States,,,,,,2020-08-21,-16,-6,48,-29,-36,9
US,United States,,,,,,2020-08-22,-17,-2,66,-21,-12,3
US,United States,,,,,,2020-08-23,-16,-5,50,-23,-15,3
US,United States,,,,,,2020-08-24,-16,-7,32,-33,-36,10
US,United States,,,,,,2020-08-25,-15,-4,37,-33,-37,10
US,United States,,,,,,2020-08-26,-14,-5,42,-32,-35,10
US,United States,,,,,,2020-08-27,-16,-6,41,-32,-36,10
US,United States,,,,,,2020-08-28,-17,-8,37,-30,-35,9
US,United States,,,,,,2020-08-29,-17,-4,49,-23,-13,4
US,United States,,,,,,2020-08-30,-15,-6,59,-22,-15,2
US,United States,,,,,,2020-08-31,-15,-7,30,-32,-35,9
US,United States,,,,,,2020-09-01,-12,-2,36,-31,-36,9
US,United States,,,,,,2020-09-02,-13,-5,35,-32,-35,9
US,United States,,,,,,2020-09-03,-11,-1,45,-28,-35,8
US,United States,,,,,,2020-09-04,-13,-2,55,-25,-36,8
US,United States,,,,,,2020-09-05,-15,0,81,-18,-17,2
US,United States,,,,,,2020-09-06,-13,-3,81,-24,-18,1
US,United States,,,,,,2020-09-07,-16,-7,75,-40,-71,16
US,United States,,,,,,2020-09-08,-16,-5,24,-31,-37,9
US,United States,,,,,,2020-09-09,-16,-7,24,-32,-35,9
US,United States,,,,,,2020-09-10,-16,-6,27,-32,-35,9
US,United States,,,,,,2020-09-11,-17,-8,35,-30,-33,8
US,United States,,,,,,2020-09-12,-16,-4,50,-22,-12,3
US,United States,,,,,,2020-09-13,-16,-6,38,-25,-15,3
US,United States,,,,,,2020-09-14,-16,-7,30,-33,-32,8
US,United States,,,,,,2020-09-15,-14,-5,36,-32,-33,9
US,United States,,,,,,2020-09-16,-15,-8,36,-32,-33,9
US,United States,,,,,,2020-09-17,-16,-7,34,-32,-33,9
US,United States,,,,,,2020-09-18,-15,-7,35,-30,-32,8
US,United States,,,,,,2020-09-19,-13,-2,62,-21,-11,2
US,United States,,,,,,2020-09-20,-14,-6,46,-24,-14,2
US,United States,,,,,,2020-09-21,-16,-8,25,-33,-33,9
US,United States,,,,,,2020-09-22,-15,-6,28,-34,-33,9
US,United States,,,,,,2020-09-23,-15,-7,27,-33,-32,9
US,United States,,,,,,2020-09-24,-16,-7,25,-33,-32,9
US,United States,,,,,,2020-09-25,-16,-8,25,-31,-31,8
US,United States,,,,,,2020-09-26,-15,-3,52,-23,-10,2
US,United States,,,,,,2020-09-27,-15,-7,35,-25,-13,2
US,United States,,,,,,2020-09-28,-17,-8,12,-35,-32,9
US,United States,,,,,,2020-09-29,-16,-7,11,-35,-32,9
US,United States,,,,,,2020-09-30,-14,-5,17,-33,-32,8
US,United States,,,,,,2020-10-01,-13,-2,21,-31,-30,8
US,United States,,,,,,2020-10-02,-14,-5,18,-29,-30,8
US,United States,,,,,,2020-10-03,-13,-1,42,-20,-11,2
US,United States,,,,,,2020-10-04,-14,-5,25,-24,-14,2
US,United States,,,,,,2020-10-05,-15,-5,15,-32,-32,8
US,United States,,,,,,2020-10-06,-15,-4,25,-32,-32,8
US,United States,,,,,,2020-10-07,-15,-6,24,-33,-31,8
US,United States,,,,,,2020-10-08,-15,-5,29,-31,-31,9
US,United States,,,,,,2020-10-09,-16,-7,30,-29,-31,8
US,United States,,,,,,2020-10-10,-16,-4,46,-22,-11,3
US,United States,,,,,,2020-10-11,-16,-7,25,-25,-14,3
US,United States,,,,,,2020-10-12,-17,-9,9,-36,-37,10
US,United States,,,,,,2020-10-13,-17,-6,18,-33,-32,9
US,United States,,,,,,2020-10-14,-14,-6,25,-31,-30,9
US,United States,,,,,,2020-10-15,-15,-5,23,-30,-31,9
US,United States,,,,,,2020-10-16,-17,-8,8,-30,-31,9
US,United States,,,,,,2020-10-17,-14,-3,41,-20,-11,3
US,United States,,,,,,2020-10-18,-16,-7,18,-23,-14,3
US,United States,,,,,,2020-10-19,-18,-9,4,-33,-31,9
US,United States,,,,,,2020-10-20,-17,-7,10,-32,-31,9
US,United States,,,,,,2020-10-21,-16,-7,13,-32,-30,9
US,United States,,,,,,2020-10-22,-16,-6,20,-31,-30,9
US,United States,,,,,,2020-10-23,-17,-8,10,-30,-30,9
US,United States,,,,,,2020-10-24,-16,-4,28,-23,-10,3
US,United States,,,,,,2020-10-25,-18,-8,1,-27,-15,4
US,United States,,,,,,2020-10-26,-19,-9,-9,-34,-31,10
US,United States,,,,,,2020-10-27,-17,-7,1,-33,-31,10
US,United States,,,,,,2020-10-28,-16,-7,-2,-34,-30,10
US,United States,,,,,,2020-10-29,-17,-7,-6,-35,-31,10
US,United States,,,,,,2020-10-30,-14,-4,1,-32,-30,8
US,United States,,,,,,2020-10-31,-16,2,27,-23,-10,3
US,United States,,,,,,2020-11-01,-18,-9,-5,-29,-15,4
US,United States,,,,,,2020-11-02,-17,-7,-6,-35,-31,9
US,United States,,,,,,2020-11-03,-11,-2,14,-34,-33,9
US,United States,,,,,,2020-11-04,-18,-10,4,-36,-30,10
US,United States,,,,,,2020-11-05,-18,-8,7,-34,-30,10
US,United States,,,,,,2020-11-06,-18,-10,6,-33,-29,9
US,United States,,,,,,2020-11-07,-16,-6,23,-27,-10,4
US,United States,,,,,,2020-11-08,-17,-9,13,-29,-14,4
